gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_0-12m,tenure_group_12-24m,tenure_group_24-48m,tenure_group_48-60m,tenure_group_60m+,AvgMonthlySpend
Male,No,0,0,1,1,Yes,No,No,No,No,No,No,0,50.75,50.75,0,False,False,False,False,False,False,True,True,False,False,False,False,25.375
Male,No,1,1,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,242.4,0,False,True,True,False,False,False,True,True,False,False,False,False,22.036363636363635
Female,No,1,1,55,1,Yes,Yes,Yes,No,Yes,No,Yes,1,75.75,4264.25,0,False,False,True,False,False,False,False,False,False,False,True,False,76.14732142857143
Male,No,0,0,44,1,No,Yes,No,No,Yes,Yes,No,0,65.4,2774.55,0,False,False,True,False,False,True,False,False,False,True,False,False,61.65666666666667
Male,Yes,1,0,46,1,No,No,No,No,No,No,Yes,1,80.4,3605.2,1,True,False,False,False,False,True,False,False,False,True,False,False,76.7063829787234
Male,No,1,1,69,1,No,Yes,Yes,Yes,No,No,No,1,59.75,4069.9,0,False,False,False,True,False,False,False,False,False,False,False,True,58.14142857142857
Male,Yes,0,0,11,1,No,No,No,No,No,No,Yes,1,78.5,874.2,0,True,False,False,False,False,True,False,True,False,False,False,False,72.85000000000001
Female,No,1,0,11,1,Yes,No,Yes,No,No,Yes,Yes,1,102.0,1145.35,1,True,False,False,False,False,True,False,True,False,False,False,False,95.44583333333333
Male,No,0,0,29,1,No,No,No,Yes,No,No,No,0,48.95,1323.7,0,False,False,False,False,False,False,False,False,False,True,False,False,44.123333333333335
Female,No,1,0,57,1,Yes,Yes,No,No,No,Yes,Yes,1,99.65,5497.05,0,True,False,False,False,False,True,False,False,False,False,True,False,94.77672413793104
Male,No,0,0,28,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,18.25,534.7,0,False,True,True,False,True,False,False,False,False,True,False,False,18.43793103448276
Female,No,0,0,42,1,No,Yes,No,Yes,No,No,No,0,54.55,2455.05,0,False,False,False,False,True,False,False,False,False,True,False,False,57.09418604651163
Female,No,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.65,38.7,1,False,True,False,False,False,False,True,True,False,False,False,False,12.9
Male,No,0,1,23,0,No phone service,Yes,Yes,No,Yes,No,No,0,40.65,947.4,0,False,False,True,False,False,False,False,False,True,False,False,False,39.475
Female,No,1,1,18,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,357.0,0,False,True,False,False,False,False,True,False,True,False,False,False,18.789473684210527
Male,No,1,1,62,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.8,1476.25,0,False,True,True,False,False,False,False,False,False,False,False,True,23.432539682539684
Female,No,0,0,1,1,No,No,No,No,No,No,No,1,70.8,70.8,1,True,False,False,False,False,False,True,True,False,False,False,False,35.4
Male,No,0,0,16,1,Yes,No,No,No,Yes,No,Yes,1,89.05,1448.6,1,True,False,False,False,True,False,False,False,True,False,False,False,85.21176470588235
Female,No,0,0,3,1,Yes,No,No,No,No,Yes,Yes,1,96.6,291.9,1,True,False,False,False,False,True,False,True,False,False,False,False,72.975
Male,No,0,0,67,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,88.8,5903.15,0,False,False,True,False,False,False,False,False,False,False,False,True,86.81102941176471
Male,No,0,0,62,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.05,1201.65,0,False,True,False,True,True,False,False,False,False,False,False,True,19.073809523809526
Female,No,1,0,57,1,Yes,No,Yes,Yes,No,Yes,Yes,1,104.5,5921.35,1,True,False,False,False,True,False,False,False,False,False,True,False,102.09224137931035
Male,No,0,0,2,1,No,No,No,No,No,No,No,1,69.8,146.65,0,True,False,False,False,False,True,False,True,False,False,False,False,48.88333333333333
Female,No,1,1,23,1,Yes,Yes,No,Yes,Yes,Yes,No,1,77.15,1759.4,0,False,False,False,True,False,False,False,False,True,False,False,False,73.30833333333334
Female,No,0,1,25,0,No phone service,Yes,No,No,Yes,No,No,0,35.05,844.45,0,False,False,False,True,False,False,False,False,False,True,False,False,32.478846153846156
Female,Yes,0,0,72,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,108.1,7774.05,0,True,False,False,True,False,False,False,False,False,False,False,True,106.49383561643836
Female,No,1,0,2,1,Yes,No,No,No,No,Yes,No,1,84.05,134.05,0,True,False,False,False,False,True,False,True,False,False,False,False,44.68333333333334
Female,No,0,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.2,140.95,0,False,True,True,False,False,False,False,True,False,False,False,False,15.66111111111111
Female,No,0,0,5,1,Yes,No,No,No,No,No,No,1,50.6,249.95,1,False,False,False,False,False,False,True,True,False,False,False,False,41.65833333333333
Male,No,0,0,35,0,No phone service,No,No,Yes,No,Yes,Yes,0,49.2,1701.65,0,False,False,False,False,False,True,False,False,False,True,False,False,47.268055555555556
Male,No,0,0,24,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.6,592.65,0,False,True,True,False,False,True,False,False,True,False,False,False,23.706
Female,No,1,1,2,1,No,No,No,No,No,No,No,1,71.65,135.75,0,True,False,False,False,False,True,False,True,False,False,False,False,45.25
Male,No,1,1,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,104.9,7732.65,0,True,False,False,True,True,False,False,False,False,False,False,True,105.92671232876712
Female,No,0,0,41,1,Yes,Yes,Yes,Yes,Yes,Yes,No,1,106.5,4282.4,0,True,False,False,False,False,True,False,False,False,True,False,False,101.96190476190475
Male,No,0,1,4,1,No,Yes,No,No,No,No,No,0,49.35,219.65,1,False,False,False,False,False,True,False,True,False,False,False,False,43.93
Male,No,0,0,26,1,No,No,Yes,No,No,No,No,0,75.5,2018.1,0,True,False,True,False,False,False,False,False,False,True,False,False,74.74444444444444
Male,No,0,0,7,1,No,No,Yes,No,No,Yes,Yes,1,94.25,669.0,1,True,False,False,False,False,True,False,True,False,False,False,False,83.625
Female,No,1,0,1,1,No,No,No,No,No,No,No,1,68.95,68.95,1,True,False,False,False,False,True,False,True,False,False,False,False,34.475
Female,No,1,1,4,1,Yes,No,Yes,No,Yes,No,No,1,58.5,224.85,0,False,False,False,False,False,False,True,True,False,False,False,False,44.97
Male,No,0,0,48,1,No,No,Yes,Yes,Yes,Yes,Yes,0,78.9,3771.5,0,False,False,False,True,True,False,False,False,False,True,False,False,76.96938775510205
Male,Yes,0,0,2,1,Yes,No,No,No,No,Yes,Yes,1,93.85,196.75,1,True,False,False,False,False,True,False,True,False,False,False,False,65.58333333333333
Female,Yes,1,0,12,1,No,Yes,No,Yes,Yes,Yes,Yes,1,79.2,943.85,0,False,False,True,False,False,True,False,True,False,False,False,False,72.60384615384615
Male,No,1,0,60,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,109.45,6572.85,0,True,False,False,False,False,False,False,False,False,False,True,False,107.7516393442623
Male,No,0,0,55,1,No,Yes,No,Yes,Yes,No,No,1,59.2,3175.85,0,False,False,False,True,False,True,False,False,False,False,True,False,56.71160714285714
Male,No,0,0,1,0,No phone service,No,No,No,Yes,No,No,0,29.15,29.15,0,False,False,False,False,False,False,True,True,False,False,False,False,14.575
Male,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.05,20.05,0,False,True,False,False,False,False,True,True,False,False,False,False,10.025
Male,No,0,0,4,1,Yes,No,No,No,No,No,No,1,76.05,318.9,1,True,False,False,False,False,True,False,True,False,False,False,False,63.779999999999994
Male,No,0,0,1,0,No phone service,No,No,No,No,No,No,1,24.45,24.45,1,False,False,False,False,False,False,True,True,False,False,False,False,12.225
Female,No,0,0,42,1,No,No,No,Yes,Yes,No,Yes,0,66.5,2762.75,0,False,False,False,True,True,False,False,False,False,True,False,False,64.25
Female,No,0,0,1,1,No,Yes,No,No,No,No,No,0,49.55,49.55,0,False,False,False,False,False,False,False,True,False,False,False,False,24.775
Male,No,0,0,7,1,Yes,No,No,Yes,No,Yes,No,1,89.35,631.85,1,True,False,False,False,True,False,False,True,False,False,False,False,78.98125
Male,No,0,0,3,1,No,No,No,Yes,No,No,No,1,73.6,232.5,0,True,False,False,False,True,False,False,True,False,False,False,False,58.125
Female,No,1,0,72,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,82.65,5919.35,0,False,False,False,True,True,False,False,False,False,False,False,True,81.08698630136986
Male,No,0,0,15,1,Yes,No,No,No,No,No,No,1,49.0,749.25,0,False,False,False,False,False,True,False,False,True,False,False,False,46.828125
Male,No,1,0,4,1,No,No,No,No,No,Yes,No,1,80.35,307.4,1,True,False,False,False,False,True,False,True,False,False,False,False,61.48
Female,No,0,0,11,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.2,245.15,0,False,True,True,False,False,True,False,True,False,False,False,False,20.429166666666667
Female,No,0,0,5,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.45,134.75,0,False,True,False,False,False,False,True,True,False,False,False,False,22.458333333333332
Female,Yes,0,0,1,1,No,Yes,No,Yes,No,No,No,1,55.8,55.8,1,False,False,False,False,False,True,False,True,False,False,False,False,27.9
Male,No,1,0,72,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,110.9,8240.85,0,True,False,False,True,True,False,False,False,False,False,False,True,112.88835616438357
Female,No,1,0,55,1,Yes,No,Yes,No,No,No,No,1,77.75,4266.4,0,True,False,False,False,True,False,False,False,False,False,True,False,76.18571428571428
Female,No,1,1,40,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,26.2,1077.5,0,False,True,False,False,False,True,False,False,False,True,False,False,26.28048780487805
Female,No,1,0,57,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,1115.6,0,False,True,False,True,False,False,False,False,False,False,True,False,19.23448275862069
Male,No,0,0,1,1,No,No,No,No,No,Yes,No,1,79.05,79.05,1,True,False,False,False,False,True,False,True,False,False,False,False,39.525
Male,No,1,0,1,1,No,Yes,No,No,No,Yes,Yes,1,95.0,95.0,1,True,False,False,False,False,True,False,True,False,False,False,False,47.5
Female,No,0,0,1,0,No phone service,No,No,No,No,No,No,0,25.2,25.2,1,False,False,False,False,False,False,True,True,False,False,False,False,12.6
Male,Yes,1,1,52,1,Yes,No,Yes,Yes,No,Yes,Yes,1,80.85,4079.55,0,False,False,True,False,False,True,False,False,False,False,True,False,76.97264150943397
Male,Yes,0,0,41,1,Yes,No,No,Yes,No,Yes,Yes,1,98.4,4187.75,1,True,False,False,False,False,True,False,False,False,True,False,False,99.70833333333333
Male,No,1,0,43,1,No,No,No,No,No,Yes,No,1,56.35,2391.15,0,False,False,True,False,False,False,True,False,False,True,False,False,54.34431818181818
Female,No,1,1,47,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,890.5,0,False,True,False,True,False,False,False,False,False,True,False,False,18.552083333333332
Male,No,0,0,3,1,Yes,No,No,No,No,No,No,0,50.4,137.25,0,False,False,False,False,False,False,False,True,False,False,False,False,34.3125
Male,Yes,1,1,66,1,Yes,Yes,Yes,Yes,Yes,Yes,No,0,79.4,5154.6,1,False,False,False,True,True,False,False,False,False,False,False,True,76.93432835820896
Male,No,1,1,55,1,No,No,No,Yes,Yes,No,No,1,55.25,3119.9,0,False,False,False,True,True,False,False,False,False,False,True,False,55.7125
Male,No,0,0,29,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.1,529.5,0,False,True,True,False,False,False,True,False,False,True,False,False,17.65
Female,No,0,1,12,1,Yes,No,No,No,No,Yes,No,1,84.05,966.55,0,True,False,False,False,False,True,False,True,False,False,False,False,74.35
Female,No,1,0,66,1,Yes,No,Yes,Yes,No,Yes,Yes,1,105.2,6936.85,0,True,False,False,False,False,True,False,False,False,False,False,True,103.53507462686568
Male,Yes,0,0,35,1,Yes,No,No,Yes,No,Yes,Yes,1,101.4,3496.3,1,True,False,False,False,False,True,False,False,False,True,False,False,97.11944444444445
Male,Yes,1,0,10,1,Yes,No,No,Yes,No,No,Yes,1,89.8,914.3,1,True,False,False,False,False,True,False,True,False,False,False,False,83.11818181818181
Male,No,1,1,27,1,Yes,No,No,No,No,No,No,1,75.75,1929.0,0,True,False,False,False,False,False,False,False,False,True,False,False,68.89285714285714
Female,No,0,0,58,1,No,No,No,No,Yes,Yes,Yes,1,95.3,5817.7,0,True,False,False,False,False,True,False,False,False,False,True,False,98.60508474576271
Male,No,1,0,54,1,No,Yes,Yes,Yes,Yes,Yes,Yes,0,109.75,6110.2,1,True,False,False,True,False,False,False,False,False,False,True,False,111.09454545454545
Male,No,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.85,178.8,0,False,True,False,False,False,False,True,True,False,False,False,False,17.880000000000003
Male,No,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,28.3,1,False,True,True,False,True,False,False,True,False,False,False,False,9.433333333333334
Male,No,0,0,6,1,No,No,No,No,No,No,No,1,69.1,435.0,0,True,False,False,False,False,True,False,True,False,False,False,False,62.142857142857146
Female,Yes,0,0,26,1,No,No,No,No,No,Yes,Yes,1,91.25,2351.8,1,True,False,False,False,False,True,False,False,False,True,False,False,87.10370370370372
Female,No,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.25,186.15,0,False,True,False,False,False,False,True,True,False,False,False,False,18.615000000000002
Male,No,1,0,8,1,No,No,Yes,Yes,No,No,No,1,54.75,445.85,0,False,False,False,False,False,False,True,True,False,False,False,False,49.53888888888889
Male,No,0,0,12,1,No,No,No,No,No,Yes,No,1,81.45,912.0,0,True,False,False,False,False,True,False,True,False,False,False,False,70.15384615384616
Female,No,0,0,15,1,Yes,No,No,No,No,No,No,1,49.1,679.55,1,False,False,False,False,False,True,False,False,True,False,False,False,42.471875
Male,No,1,0,43,1,Yes,Yes,No,Yes,No,Yes,Yes,1,80.2,3581.6,0,False,False,True,False,False,True,False,False,False,True,False,False,81.39999999999999
Male,No,0,0,42,1,Yes,No,No,No,Yes,Yes,Yes,1,100.3,4222.95,0,True,False,False,False,False,True,False,False,False,True,False,False,98.20813953488371
Female,No,0,0,31,1,Yes,Yes,No,Yes,Yes,No,No,0,65.25,1994.3,1,False,False,False,False,True,False,False,False,False,True,False,False,62.321875
Female,No,0,1,66,1,Yes,Yes,No,Yes,Yes,No,No,1,90.95,5930.05,0,True,False,False,True,True,False,False,False,False,False,False,True,88.50820895522388
Female,Yes,0,0,18,1,Yes,No,Yes,No,Yes,No,No,1,85.45,1505.85,1,True,False,False,False,False,True,False,False,True,False,False,False,79.25526315789473
Male,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.0,20.0,0,False,True,False,False,False,False,True,True,False,False,False,False,10.0
Male,No,1,0,61,1,Yes,No,Yes,No,Yes,Yes,No,1,94.1,5638.3,1,True,False,False,True,False,True,False,False,False,False,False,True,90.94032258064516
Male,No,0,0,10,1,Yes,No,Yes,No,No,No,No,0,79.85,797.25,0,True,False,False,False,False,True,False,True,False,False,False,False,72.47727272727273
Male,Yes,0,0,1,1,No,No,No,No,No,No,No,1,71.65,71.65,1,True,False,False,False,False,True,False,True,False,False,False,False,35.825
Female,Yes,0,0,18,1,No,No,Yes,No,No,No,No,1,73.55,1359.45,0,True,False,False,False,False,True,False,False,True,False,False,False,71.55
Male,No,1,0,24,1,Yes,No,Yes,Yes,No,Yes,Yes,1,104.65,2542.45,1,True,False,False,False,False,True,False,False,True,False,False,False,101.698
Female,No,1,1,3,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.3,54.7,0,False,True,False,False,False,False,True,True,False,False,False,False,13.675
Male,No,0,0,50,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.15,989.05,0,False,True,True,False,True,False,False,False,False,False,True,False,19.39313725490196
Male,No,1,1,1,1,No,No,No,No,No,No,No,0,44.55,44.55,0,False,False,False,False,False,True,False,True,False,False,False,False,22.275
Male,No,0,0,2,1,No,Yes,No,No,Yes,No,No,1,54.45,87.3,0,False,False,False,False,False,False,True,True,False,False,False,False,29.099999999999998
Male,No,0,0,17,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.65,351.55,0,False,True,True,False,False,False,False,False,True,False,False,False,19.530555555555555
Male,No,1,1,69,1,Yes,No,Yes,Yes,No,Yes,Yes,1,105.0,7297.75,0,True,False,False,True,False,True,False,False,False,False,False,True,104.25357142857143
Male,No,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,88.7,6301.7,0,False,False,False,True,True,False,False,False,False,False,False,True,86.32465753424657
Female,No,0,0,3,1,Yes,No,No,No,No,No,No,1,74.25,210.3,1,True,False,False,False,False,True,False,True,False,False,False,False,52.575
Male,Yes,1,1,50,1,Yes,Yes,Yes,Yes,No,No,Yes,1,75.15,3822.45,0,False,False,False,True,False,False,False,False,False,False,True,False,74.95
Female,No,0,0,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.25,1048.45,0,False,True,False,True,False,False,True,False,False,False,True,False,19.41574074074074
Female,No,1,0,58,1,Yes,Yes,Yes,No,Yes,Yes,Yes,1,109.1,6393.65,0,True,False,False,True,True,False,False,False,False,False,True,False,108.36694915254236
Male,No,0,0,46,0,No phone service,Yes,No,No,No,No,No,1,30.75,1489.3,0,False,False,True,False,False,False,False,False,False,True,False,False,31.68723404255319
Male,Yes,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,112.9,8061.5,0,True,False,False,False,True,False,False,False,False,False,False,True,110.43150684931507
Female,Yes,0,0,1,1,Yes,No,No,No,No,No,No,1,74.2,74.2,1,True,False,False,False,False,True,False,True,False,False,False,False,37.1
Female,No,1,1,6,1,Yes,No,Yes,Yes,No,Yes,No,1,94.05,518.75,0,True,False,False,False,False,False,True,True,False,False,False,False,74.10714285714286
Male,No,1,0,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,0,78.85,5763.15,0,False,False,False,True,False,False,False,False,False,False,False,True,78.9472602739726
Male,No,0,0,4,1,No,No,No,No,No,No,Yes,1,55.3,238.5,0,False,False,False,False,False,False,True,True,False,False,False,False,47.7
Female,No,1,1,52,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.35,1031.7,0,False,True,False,True,False,False,True,False,False,False,True,False,19.466037735849056
Female,No,0,0,2,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.45,34.8,0,False,True,True,False,False,False,True,True,False,False,False,False,11.6
Female,No,1,0,65,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.35,1319.95,0,False,True,False,True,False,False,False,False,False,False,False,True,19.999242424242425
Male,Yes,1,0,43,1,Yes,No,Yes,No,No,Yes,Yes,1,101.0,4388.4,1,True,False,False,False,False,True,False,False,False,True,False,False,99.73636363636363
Male,No,1,0,4,1,Yes,No,Yes,No,No,Yes,Yes,1,100.2,420.2,1,True,False,False,False,False,True,False,True,False,False,False,False,84.03999999999999
Male,Yes,1,0,25,1,Yes,Yes,No,No,No,No,Yes,1,89.05,2177.45,1,True,False,True,False,False,True,False,False,False,True,False,False,83.74807692307692
Female,No,1,0,51,1,Yes,No,Yes,No,Yes,Yes,Yes,1,78.65,3950.85,0,False,False,True,False,True,False,False,False,False,False,True,False,75.97788461538461
Male,No,0,0,12,1,Yes,No,No,Yes,No,Yes,Yes,0,74.75,827.05,0,False,False,False,False,False,False,False,True,False,False,False,False,63.61923076923077
Female,No,1,1,57,1,No,Yes,No,No,No,Yes,Yes,1,70.1,3913.3,1,False,False,True,False,False,False,False,False,False,False,True,False,67.47068965517242
Female,No,1,1,24,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,19.9,533.5,0,False,True,True,False,False,False,True,False,True,False,False,False,21.34
Female,No,1,0,64,1,Yes,No,No,Yes,Yes,No,No,0,58.35,3756.45,0,False,False,True,False,False,False,False,False,False,False,False,True,57.79153846153846
Female,No,0,0,4,1,No,No,Yes,Yes,Yes,Yes,Yes,1,105.65,443.9,1,True,False,True,False,False,True,False,True,False,False,False,False,88.78
Female,No,0,0,26,1,Yes,No,No,Yes,No,Yes,Yes,1,100.5,2599.95,0,True,False,False,False,False,False,False,False,False,True,False,False,96.29444444444444
Female,No,1,1,15,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.05,284.3,0,False,True,False,False,False,False,True,False,True,False,False,False,17.76875
Male,Yes,1,0,64,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.65,1740.8,0,False,True,False,True,True,False,False,False,False,False,False,True,26.78153846153846
Male,Yes,1,0,36,1,Yes,No,Yes,No,No,Yes,Yes,1,96.5,3436.1,1,True,False,False,False,False,True,False,False,False,True,False,False,92.86756756756756
Female,No,1,0,27,1,Yes,No,No,No,No,Yes,Yes,0,95.0,2462.55,0,True,False,False,False,True,False,False,False,False,True,False,False,87.94821428571429
Male,Yes,1,0,1,1,No,No,No,No,No,No,No,0,70.85,70.85,1,True,False,False,False,False,False,True,True,False,False,False,False,35.425
Female,No,0,0,35,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,85.95,3110.1,1,False,False,True,False,True,False,False,False,False,True,False,False,86.39166666666667
Male,No,0,0,4,1,No,No,No,Yes,No,No,No,1,73.9,280.85,1,True,False,False,False,False,True,False,True,False,False,False,False,56.17
Female,No,1,1,8,1,No,No,No,No,No,No,No,1,45.45,411.75,0,False,False,False,False,False,True,False,True,False,False,False,False,45.75
Male,No,0,0,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,20.0,198.6,0,False,True,False,False,True,False,False,True,False,False,False,False,18.054545454545455
Female,No,0,0,2,1,No,No,Yes,No,No,No,No,0,49.2,103.7,0,False,False,False,False,False,False,True,True,False,False,False,False,34.56666666666667
Female,No,1,0,58,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,109.45,6144.55,1,True,False,False,True,False,False,False,False,False,False,True,False,104.14491525423729
Male,No,1,0,51,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,83.25,4089.45,0,False,False,False,True,True,False,False,False,False,False,True,False,78.64326923076922
Female,No,1,1,46,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.25,864.2,0,False,True,False,True,False,False,True,False,False,True,False,False,18.387234042553192
Male,No,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,19.65,19.65,0,False,True,False,False,False,False,False,True,False,False,False,False,9.825
Male,No,0,0,46,1,Yes,No,No,No,No,No,No,0,72.8,3249.4,0,True,False,False,False,False,False,False,False,False,True,False,False,69.13617021276596
Female,No,1,0,50,1,Yes,Yes,Yes,No,Yes,Yes,Yes,1,109.65,5405.8,0,True,False,False,False,False,False,False,False,False,False,True,False,105.99607843137255
Male,No,1,1,53,1,No,No,Yes,No,Yes,Yes,No,0,65.0,3363.8,0,False,False,False,False,True,False,False,False,False,False,True,False,62.2925925925926
Male,No,1,0,61,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,114.1,7132.15,0,True,False,False,False,False,True,False,False,False,False,False,True,115.03467741935484
Male,No,0,0,5,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,20.65,93.55,0,False,True,False,False,False,False,False,True,False,False,False,False,15.591666666666667
Male,No,0,0,47,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,86.95,4138.9,0,False,False,True,False,False,False,False,False,False,True,False,False,86.22708333333333
Female,No,0,0,54,1,Yes,No,Yes,Yes,No,Yes,No,1,94.75,5121.75,0,True,False,True,False,False,False,False,False,False,False,True,False,93.12272727272727
Male,No,0,1,19,0,No phone service,No,No,No,No,No,No,1,25.35,566.1,0,False,False,False,False,True,False,False,False,True,False,False,False,28.305
Female,No,0,1,26,1,No,No,Yes,Yes,Yes,Yes,Yes,1,105.45,2715.3,0,True,False,False,True,False,True,False,False,False,True,False,False,100.56666666666668
Male,No,1,1,70,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.4,1782.05,0,False,True,False,True,False,False,True,False,False,False,False,True,25.099295774647885
Male,No,1,0,17,1,Yes,No,Yes,Yes,No,Yes,Yes,1,102.55,1742.5,0,True,False,False,False,False,True,False,False,True,False,False,False,96.80555555555556
Female,No,0,0,30,1,Yes,No,Yes,No,No,Yes,Yes,1,100.2,2983.8,1,True,False,False,False,False,True,False,False,False,True,False,False,96.25161290322582
Female,No,0,1,1,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,24.0,24.0,0,False,True,False,False,False,False,True,True,False,False,False,False,12.0
Female,No,1,1,19,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,25.6,485.9,0,False,True,False,True,False,False,True,False,True,False,False,False,24.294999999999998
Female,No,1,0,26,1,No,No,Yes,Yes,No,Yes,Yes,1,73.5,1905.7,0,False,False,False,True,True,False,False,False,False,True,False,False,70.58148148148149
Female,No,1,1,21,1,No,No,Yes,No,No,No,No,1,74.05,1565.7,1,True,False,False,False,False,False,False,False,True,False,False,False,71.16818181818182
Male,No,1,0,50,1,Yes,No,Yes,No,No,Yes,Yes,1,98.25,4858.7,0,True,False,True,False,False,True,False,False,False,False,True,False,95.26862745098039
Female,No,1,0,68,0,No phone service,Yes,No,Yes,No,Yes,Yes,1,54.4,3723.65,0,False,False,True,False,False,True,False,False,False,False,False,True,53.96594202898551
Male,No,0,0,3,1,Yes,No,No,Yes,No,Yes,Yes,1,101.55,298.35,1,True,False,False,False,False,False,False,True,False,False,False,False,74.5875
Male,No,1,1,9,1,No,No,No,Yes,Yes,Yes,Yes,0,103.1,970.45,0,True,False,False,False,False,True,False,True,False,False,False,False,97.045
Female,No,1,1,51,0,No phone service,Yes,No,No,Yes,No,No,0,34.2,1782.0,0,False,False,False,True,False,False,False,False,False,False,True,False,34.26923076923077
Female,No,0,0,9,1,No,No,No,No,No,No,No,1,43.75,405.7,0,False,False,False,False,False,True,False,True,False,False,False,False,40.57
Male,Yes,1,1,41,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,111.95,4534.9,1,True,False,True,False,False,True,False,False,False,True,False,False,107.97380952380952
Male,No,0,0,22,1,Yes,No,Yes,No,No,Yes,Yes,1,100.65,2415.95,0,True,False,False,False,False,True,False,False,True,False,False,False,105.04130434782608
Female,No,1,1,21,0,No phone service,Yes,No,Yes,No,Yes,Yes,1,55.95,1157.05,1,False,False,True,False,False,True,False,False,True,False,False,False,52.59318181818182
Male,No,1,1,71,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,116.05,8297.5,0,True,False,False,True,False,False,False,False,False,False,False,True,115.24305555555556
Male,No,0,0,1,1,No,No,No,No,No,No,No,0,45.75,45.75,1,False,False,False,False,False,True,False,True,False,False,False,False,22.875
Male,No,1,1,26,1,Yes,No,No,Yes,Yes,Yes,Yes,1,82.0,2083.1,0,False,False,True,False,True,False,False,False,False,True,False,False,77.15185185185184
Male,No,1,0,71,1,Yes,Yes,Yes,No,Yes,No,No,0,65.15,4681.75,0,False,False,False,True,False,False,False,False,False,False,False,True,65.02430555555556
